event number,video,camera,year,month,day,hour,actor,receiver,behavior,h.start,min.start,sec.start,duration,observer,which body part most SOCIALLY groomed?,which body part is groomed in the next SELF-grooming event,SELF-grooming is licking or scratching?,"Is the self-groomer the same bat as the social groomer? (yes,no,unsure(u))",comments
198,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bey,ax,g,9,10,59,100,Michael,IW,thumb,,N,Bat one was grooming bat two while bat two was grooming bat one; timed groomed for both were very similar
199,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,ax,adldd,g,9,11,6,67,Michael,head,thumb,,N,
200,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bxx,bey,g,9,13,5,14,Michael,upper back,thumb,,N,
201,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bey,bxx,g,9,13,5,27,Michael,upper back,thumb,,N,
202,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,add,adldd,g,9,13,9,11,Michael,upper back,thumb,,N,
203,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,add,adldd,m,9,13,20,25,Michael,chest,thumb,,N,
204,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bs,cldw,g,9,13,38,15,Michael,face,thumb,,N,
205,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bey,bxx,g,9,13,51,27,Michael,face,IW,,N,
206,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bxx,bey,g,9,13,51,22,Michael,face,IW,,N,
207,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,add,ax,g,9,14,11,19,Michael,face,IW,,N,
208,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,ax,add,g,9,14,23,8,Michael,OW,IW,,N,
209,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bey,bxx,g,9,14,24,17,Michael,face,IW,,N,
210,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bxx,bey,g,9,14,24,28,Michael,chest,IW,,N,
211,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,add,clw,g,9,14,35,94,Michael,IW,arm,,N,
212,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,ax,bey,g,9,14,55,26,Michael,IW,arm,,N,
213,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bey,ax,g,9,14,55,98,Michael,IW,arm,,N,
214,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,ax,bey,g,9,15,40,53,Michael,chest,IW,,N,
215,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bs,bey,g,9,17,15,7,Michael,head,IW,,N,
216,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,bey,bs,g,9,17,18,40,Michael,lower back,IW,,N,
217,CH02_2019-06-26_09_09_32__09_17_54.mp4,2,2019,6,26,900,ax,pup,g,9,17,28,36,Michael,lower back,IW,,N,
218,CH02_2019-06-26_09_17_54__09_26_17.mp4,2,2019,6,26,900,bdlx,ax,g,9,18,29,16,Michael,face,IW,,N,
219,CH02_2019-06-26_09_17_54__09_26_17.mp4,2,2019,6,26,900,ax,bdlx,g,9,18,29,16,Michael,face,IW,,N,
220,CH02_2019-06-26_09_17_54__09_26_17.mp4,2,2019,6,26,900,bey,bs,g,9,18,31,8,Michael,face,IW,,N,
221,CH02_2019-06-26_09_17_54__09_26_17.mp4,2,2019,6,26,900,bey,bxdlx,g,9,21,13,11,Michael,upper back,IW,,N,
222,CH02_2019-06-26_09_17_54__09_26_17.mp4,2,2019,6,26,900,bdlx,bey,g,9,22,2,81,Michael,face,IW,,N,
223,CH02_2019-06-26_09_17_54__09_26_17.mp4,2,2019,6,26,900,bey,bdlx,g,9,22,2,119,Michael,face,IW,,N,
224,CH02_2019-06-26_09_17_54__09_26_17.mp5,2,2019,6,26,900,bey,add,g,9,24,1,120,Michael,lower back,thumb,,N,three different bats grooming each other at once
225,CH02_2019-06-26_09_17_54__09_26_17.mp4,2,2019,6,26,900,bs,add,g,9,24,8,20,Michael,lower back,thumb,,Y,
226,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,bey,add,g,9,26,31,29,Michael,upper back,arm,,Y,
227,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,bey,clw,g,9,28,52,14,Michael,face,IW,,N,
228,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,clw,bey,m,9,29,11,60,Michael,face,IW,,N,
229,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,clw,bey,g,9,30,11,11,Michael,face,IW,,N,
230,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,bey,clw,g,9,30,11,109,Michael,IW,IW,,N,
231,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,bs,blx,g,9,32,5,75,Michael,head,belly,,N,
232,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,blx,bs,g,9,32,5,79,Michael,head,belly,,N,
233,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,bey,clw,g,9,32,54,21,Michael,head,belly,,N,
234,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,blx,addldd,g,9,33,46,45,Michael,face,thumb,,N,
235,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,addldd,blx,g,9,33,46,45,Michael,face,thumb,,N,
236,CH02_2019-06-26_09_26_17__09_34_39.mp4,2,2019,6,26,900,bs,add,g,9,34,23,115,Michael,face,thumb,,N,
237,CH02_2019-06-26_09_34_39__09_43_01.mp4,2,2019,6,26,900,bs,bey,g,9,42,32,11,Michael,head,thumb,,N,
238,CH02_2019-06-26_09_34_39__09_43_01.mp4,2,2019,6,26,900,bey,bs,g,9,42,32,9,Michael,head,thumb,,N,
239,CH02_2019-06-26_09_51_23__09_59_46.mp4,2,2019,6,26,900,bs,add,g,9,57,39,58,Michael,belly,arm,,Y,
240,CH03_2019-06-23_11_11_04__11_19_26,3,2019,6,23,1100,aldd,ald,g,11,12,38,59,Jimmy,,,,,
241,CH03_2019-06-23_11_11_04__11_19_27,3,2019,6,23,1100,ald,aldd,m,11,13,44,203,Jimmy,,,,,
242,CH03_2019-06-23_11_11_04__11_19_28,3,2019,6,23,1100,aldd,ald,m,11,17,11,36,Jimmy,,,,,
243,CH01_2019-06-24_05_15_10__05_23_33.mp4,1,2019,6,24,500,addld??,bey,g,5,15,1,5,Evan,NA,,,,
244,CH01_2019-06-24_05_15_10__05_23_33.mp4,1,2019,6,24,500,bey,ax,m,5,16,5,14,Evan,Head ,Thumb,,N,
245,CH01_2019-06-24_05_31_55__05_40_17.mp4,1,2019,6,24,500,clw,ble,g,5,37,0,50,Evan,Inside wing,none,,none,
246,CH01_2019-06-24_05_31_55__05_40_17.mp4,1,2019,6,24,500,ble,clw,g,5,37,2,50,Evan,Head ,none,,none,
247,CH01_2019-06-24_05_31_55__05_40_17.mp4,1,2019,6,24,500,ble,clw,g,5,38,34,61,Evan,Chest ,none,,none,
248,CH01_2019-06-24_05_31_55__05_40_17.mp4,1,2019,6,24,500,ble,clw,g,5,39,40,20,Evan,face (&back head),none,,none,
249,CH01_2019-06-24_05_31_55__05_40_17.mp4,1,2019,6,24,500,clw,ble,g,5,39,45,15,Evan,Inside wing,none,,none,
250,CH01_2019-06-24_05_40_17__05_48_39.mp4,1,2019,6,24,500,cff??,ble,g,5,43,57,20,Evan,,,,,
251,CH01_2019-06-24_05_40_17__05_48_39.mp4,1,2019,6,24,500,ble,cff??,g,5,43,57,20,Evan,,,,,
252,CH02_2019-06-24_05_23_06__05_31_28.mp4,2,2019,6,24,500,addldd,ax,g,5,24,41,25,Evan,,,,,
253,CH02_2019-06-24_05_23_06__05_31_28.mp4,2,2019,6,24,500,addldd,ax,g,5,25,50,11,Evan,,,,,
254,CH02_2019-06-24_05_23_06__05_31_28.mp4,2,2019,6,24,500,adld,ax,g,5,29,51,99,Evan,,,,,
255,CH02_2019-06-24_05_23_06__05_31_28.mp4,2,2019,6,24,500,aldd,bxx,g,5,30,45,32,Evan,,,,,
256,CH02_2019-06-24_05_48_13__05_56_35.mp4,2,2019,6,24,500,cwd,adld,g,5,48,33,236,Evan,,,,,
257,CH02_2019-06-24_05_48_13__05_56_35.mp4,2,2019,6,24,500,adld,cwd,g,5,48,34,235,Evan,,,,,
258,CH02_2019-06-24_05_48_13__05_56_35.mp4,2,2019,6,24,500,ax?,adldd,g,5,53,21,12,Evan,,,,,
259,CH02_2019-06-24_05_48_13__05_56_35.mp4,2,2019,6,24,500,adldd,ax?,g,5,53,23,10,Evan,,,,,
260,CH02_2019-06-24_05_48_13__05_56_35.mp4,2,2019,6,24,500,bs,clw,g,5,54,40,58,Evan,,,,,
261,CH03_2019-06-24_04_59_59__05_06_53.mp4,3,2019,6,24,500,cf?,ax?,g,5,3,2,19,Evan,,,,,
262,CH03_2019-06-24_04_59_59__05_06_53.mp4,3,2019,6,24,500,ax?,cf?,g,5,3,2,19,Evan,,,,,
263,CH03_2019-06-24_04_59_59__05_06_53.mp4,3,2019,6,24,500,bey,ax?,g,5,5,26,28,Evan,,,,,
264,CH03_2019-06-24_04_59_59__05_06_53.mp4,3,2019,6,24,500,ax?,bey,g,5,5,26,28,Evan,,,,,
265,CH03_2019-06-24_05_23_37__05_32_00.mp4,3,2019,6,24,500,addld,ble?,g,5,21,21,9,Michael,,none,NA,NA,no-self grooming
266,CH03_2019-06-24_05_23_37__05_32_00.mp4,3,2019,6,24,500,addld,add,g,5,21,31,49,Michael,LB,thumb,licking,no,
267,CH03_2019-06-24_05_23_37__05_32_00.mp4,3,2019,6,24,500,add,addld,g,5,21,31,49,Michael,Face,thumb,licking,no,
268,CH03_2019-06-24_05_23_37__05_32_00.mp4,3,2019,6,24,500,addld,ax,g,5,22,24,30,Michael,Face,thumb,licking,y,
269,CH03_2019-06-24_05_23_37__05_32_00.mp4,3,2019,6,24,500,ax,addld,g,5,22,24,15,Michael,Head,thumb,licking,y,
270,CH03_2019-06-24_05_23_37__05_32_00.mp4,3,2019,6,24,500,addld,add,m,5,23,4,9,Michael,Head,LB,scratching,y,
271,CH03_2019-06-24_05_23_37__05_32_00.mp4,3,2019,6,24,500,clw,add,g,5,23,39,6,Michael,face,none,NA,NA,
272,CH03_2019-06-24_05_23_37__05_32_00.mp4,3,2019,6,24,500,add,clw,g,5,23,39,6,Michael,head,none,NA,NA,
273,CH03_2019-06-24_05_40_22__05_48_44.mp4,3,2019,6,24,500,bs??,add,g,5,46,55,35,Michael,head,none,NA,NA,
274,CH03_2019-06-24_05_40_22__05_48_44.mp4,3,2019,6,24,500,add,bs??,g,5,46,56,38,Michael,UB,none,NA,NA,
275,CH03_2019-06-24_05_40_22__05_48_44.mp4,3,2019,6,24,500,bs??,add,g,5,47,39,39,Michael,IW,none,NA,NA,
276,CH03_2019-06-24_05_40_22__05_48_44.mp4,3,2019,6,24,500,add,bs??,g,5,47,39,41,Michael,IW,none,NA,NA,
277,CH01_2019-06-27_11_55_12_11_59_59,1,2019,6,27,1100,add,adld,g,11,57,9,54,Michael,,,,,
278,CH01_2019-06-27_11_55_12_11_59_59,1,2019,6,27,1100,adld,add,g,11,57,11,52,Michael,,,,,
279,CH02_2019-06-27_11_13_24_11_21_46,2,2019,6,27,1100,addldd,pup,g,11,16,24,32,Michael,belly,thumb,,Y,
280,CH02_2019-06-27_11_55_15_11_59_59,2,2019,6,27,1100,ax,addldd,g,11,56,36,86,Michael,IW,none,,none,
281,CH02_2019-06-27_11_55_15_11_59_59,2,2019,6,27,1100,addldd,ax,g,11,56,37,85,Michael,IW,none,,none,
282,CH01_2019-06-27_09_32_53__09_41_16.mp4,1,2019,6,27,900,adld,adldd,g,9,40,44,69,Michael,chest,belly,,Y,
283,CH01_2019-06-27_09_32_53__09_41_16.mp4,1,2019,6,27,900,adldd,adld,g,9,40,44,69,Michael,chest,belly,,Y,
284,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bey,bdlx,g,9,8,32,12,Michael,head,thumb,,N,
285,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bdlx,bey,g,9,8,32,12,Michael,head,thumb,,N,
286,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,ax,pup,g,9,12,6,58,Michael,belly,foot,,Y,
287,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,ald,aldd,m,9,13,11,344,Michael,face,thumb,,N,
288,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,aldd,ald,m,9,13,11,344,Michael,face,thumb,,N,
289,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,ax,pup,g,9,14,4,52,Michael,face,thumb,,Y,
290,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,ax,bey,g,9,14,56,7,Michael,face,thumb,,N,
291,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bey,ax,g,9,14,56,7,Michael,face,thumb,,N,
292,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,ax,pup,g,9,15,51,138,Michael,IW,thumb,,N,
293,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bes,adld,g,9,16,40,50,Michael,IW,thumb,,N,"two bats in the back were face to face, licking each other at the mouth"
294,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,adld,bes,g,9,16,40,50,Michael,IW,thumb,,N,
295,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bes,adld,g,9,17,37,77,Michael,face,OW,,N,
296,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,adld,bes,g,9,17,37,77,Michael,face,OW,,N,
297,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,adld,bdlx,g,9,19,8,7,Michael,head,OW,,N,
298,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bdlx,adld,g,9,19,8,7,Michael,head,OW,,N,
299,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bey,addldd,g,9,20,59,79,Michael,head,thumb,,N,
300,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,addldd,bey,g,9,20,59,65,Michael,head,thumb,,N,
301,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bey,adld,g,9,25,42,8,Michael,head,thumb,,N,
302,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,adld,bey,g,9,25,42,8,Michael,head,thumb,,N,
303,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bes,cdw,g,9,26,23,12,Michael,IW,foot,,Y,
304,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,cdw,bes,g,9,26,23,12,Michael,IW,foot,,Y,
305,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,clw,ax,g,9,27,7,62,Michael,Upper back,IW,,N,
306,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,ax,clw,g,9,27,7,46,Michael,Upper back,IW,,N,
307,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bes,cldw,g,9,36,22,62,Michael,belly,lower back,,N,
308,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,cldw,bes,g,9,36,22,62,Michael,belly,lower back,,N,
309,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,bes,cldw,g,9,37,56,72,Michael,head,none,,none,
310,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,cldw,bes,g,9,37,56,81,Michael,head,none,,none,
311,CH02_2019-06-27_09_07_49__09_16_12,2,2019,6,27,900,ax,bdlx,g,9,52,8,5,Michael,head and chest,none,,none,
312,CH03_2019-06-27_09_12_56__09_21_26.mp4,3,2019,6,27,900,bey,clw,g,9,14,20,23,,,,,,
313,CH03_2019-06-27_09_12_56__09_21_26.mp4,3,2019,6,27,900,clw,bey,g,9,14,23,12,,,,,,
314,CH02_2019-06-23_10_45_27_10_53_50,2,2019,6,23,1000,addldd,ax,g,10,53,24,5,,,,,,
315,CH02_2019-06-23_10_45_27_10_53_50,2,2019,6,23,1000,ax,addldd,g,10,53,26,9,,,,,,
316,CH02_2019-06-23_10_45_27_10_53_50,2,2019,6,23,1000,addldd,ax,g,10,53,31,5,,,,,,
317,CH01_2019-06-25_05_07_28__05_15_50.mp4,1,2019,6,25,500,bs,bxx,g,5,10,2,7,,,,,,
318,CH01_2019-06-25_05_07_28__05_15_50.mp4,1,2019,6,25,500,bes,ax?,g,5,10,32,6,,,,,,
319,CH01_2019-06-25_05_07_28__05_15_50.mp4,1,2019,6,25,500,ax?,bes,g,5,10,32,6,,,,,,
320,CH01_2019-06-25_05_32_35__05_40_57.mp4,1,2019,6,25,500,add?,cff??,g,5,34,46,14,,,,,,
321,CH01_2019-06-25_05_32_35__05_40_57.mp4,1,2019,6,25,500,cff?,add?,g,5,34,46,14,,,,,,
322,CH02_2019-06-25_04_58_25__05_06_47.mp4,2,2019,6,25,500,adld,ax,g,5,0,7,57,Michael,Face,IW,,N,
323,CH02_2019-06-25_04_58_25__05_06_47.mp4,2,2019,6,25,500,ax,adld,g,5,0,8,56,Michael,Face,IW,,N,
324,CH02_2019-06-25_04_58_25__05_06_47.mp4,2,2019,6,25,500,adld?,cdw,g,5,5,16,17,Michael,Face,Chest,,N,
325,CH02_2019-06-25_04_58_25__05_06_47.mp4,2,2019,6,25,500,cdw,adld?,g,5,5,17,16,Michael,Face,Chest,,N,
326,CH02_2019-06-25_04_58_25__05_06_47.mp4,2,2019,6,25,500,ax,pup,g,5,15,27,32,Michael,Face,Thumb,,Y,
327,CH02_2019-06-25_05_15_10__05_23_32.mp4,2,2019,6,25,500,pup,ax,g,5,15,39,10,Michael,Thumb,Thumb,,Y,
328,CH02_2019-06-25_05_15_10__05_23_32.mp4,2,2019,6,25,500,bs,cff?,g,5,16,5,31,Michael,Shoulder,Thumb,,N,
329,CH02_2019-06-25_05_15_10__05_23_32.mp4,2,2019,6,25,500,cff?,bs,g,5,16,8,28,Michael,Shoulder,Thumb,,N,
330,CH02_2019-06-25_05_23_32__05_31_54.mp4,2,2019,6,25,500,addldd,adld,g,5,31,53,25,Michael,Face,IW,,Y,
331,CH02_2019-06-25_05_23_32__05_31_54.mp4,2,2019,6,25,500,adld,addldd,g,5,31,54,16,Michael,Face,IW,,Y,
332,CH02_2019-06-25_05_48_39__05_57_01.mp4,2,2019,6,25,500,ald,aldd,m,5,53,17,46,Michael,Face,None,,None,
333,CH02_2019-06-25_05_48_39__05_57_01.mp4,2,2019,6,25,500,bs?,ald?,g,5,55,29,270,Michael,Face,IW,,Y,
334,CH02_2019-06-25_05_48_39__05_57_01.mp4,2,2019,6,25,500,ald?,bs?,g,5,55,29,270,Michael,Face,IW,,Y,
335,CH02_2019-06-26_11_40_13__11_48_35.mp4,2,2019,6,26,1100,clw,ax,g,11,47,39,11,Michael,LB,None,,None,
336,CH02_2019-06-26_11_40_13__11_48_35.mp4,2,2019,6,26,1100,ax,clw,g,11,47,45,5,Michael,IW,None,,None,
337,CH02_2019-06-26_11_40_13__11_48_35.mp4,2,2019,6,26,1100,clw,add,g,11,48,1,25,Michael,head,None,,None,
338,CH02_2019-06-26_11_40_13__11_48_35.mp4,2,2019,6,26,1100,add,clw,g,11,48,1,25,Michael,head,None,,None,
339,CH02_2019-06-26_11_48_35__11_56_58.mp4,2,2019,6,26,1100,add,bs,g,11,49,39,16,Michael,chest,OW,,N,
340,CH02_2019-06-26_11_48_35__11_56_58.mp4,2,2019,6,26,1100,bs,add,g,11,49,41,5,Michael,chest,OW,,N,
341,CH02_2019-06-26_11_48_35__11_56_58.mp4,2,2019,6,26,1100,ax,add,g,11,54,1,111,Michael,IW,IW,,Y,
342,CH02_2019-06-26_11_48_35__11_56_58.mp4,2,2019,6,26,1100,add,ax,g,11,54,1,111,Michael,IW,IW,,Y,
343,CH02_2019-06-26_11_48_35__11_56_58.mp4,2,2019,6,26,1100,clw,bxdlx,g,11,54,6,242,Michael,IW,IW,,N,
344,CH02_2019-06-26_11_48_35__11_56_58.mp4,2,2019,6,26,1100,bxdlx,clw,g,11,54,6,242,Michael,IW,IW,,N,
345,CH02_2019-06-26_11_06_44__11_15_06.mp4,2,2019,6,26,1100,ax,pup,g,11,9,52,40,Michael,Upperback ,Thumb,,N,
346,CH01_2019-06-28_09_28_41__09_37_03.mp4,1,2019,6,28,900,add,adld,g,9,29,4,10,Michael,lowerback,IW,,Y,
347,CH01_2019-06-28_09_28_41__09_37_03.mp4,1,2019,6,28,900,adld,add,g,9,29,4,10,Michael,lowerback,IW,,Y,
348,CH01_2019-06-28_09_28_41__09_37_03.mp4,1,2019,6,28,900,bs,bes,g,9,29,24,21,Michael,Upperback ,Thumb,,N,
349,CH01_2019-06-28_09_28_41__09_37_03.mp4,1,2019,6,28,900,bes,bs,g,9,29,29,16,Michael,face,Arm,,N,
350,CH01_2019-06-28_09_28_41__09_37_03.mp4,1,2019,6,28,900,bs,adld,g,9,30,1,37,Michael,IW,Thumb,,N,
351,CH01_2019-06-28_09_28_41__09_37_03.mp4,1,2019,6,28,900,adld,bs,g,9,30,1,37,Michael,IW,Thumb,,N,
352,CH01_2019-06-28_09_28_41__09_37_03.mp4,1,2019,6,28,900,addld,adld,m,9,32,8,5,Michael,Face,Lower back,,N,
353,CH01_2019-06-28_09_28_41__09_37_03.mp4,1,2019,6,28,900,adld,bs,g,9,33,57,14,Michael,head,none,,none,
354,CH01_2019-06-28_09_28_41__09_37_03.mp4,1,2019,6,28,900,bs,adld,g,9,33,57,14,Michael,head,none,,none,
355,CH02_2019-06-28_09_45_27__09_53_50.mp4,2,2019,6,28,900,pup,ax,g,9,50,10,73,Michael,Lowerback,belly ,,N,
356,CH02_2019-06-28_09_45_27__09_53_50.mp4,2,2019,6,28,900,pup,ax,g,9,51,38,12,Michael,Lowerback,thumb,,N,
357,CH02_2019-06-28_09_45_27__09_53_50.mp4,2,2019,6,28,900,bxdlx,ax,g,9,53,20,17,Michael,Upperback ,thumb,,N,
358,CH02_2019-06-28_09_45_27__09_53_50.mp4,2,2019,6,28,900,ax,bxdlx,g,9,53,28,9,Michael,Upperback ,thumb,,N,
359,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,adld,bdlx,g,4,0,0,22,Michael,head,thumb,,N,"Both bats grooming each other, one grooming IW, other H"
360,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,bdlx,adld,g,4,0,0,22,Michael,head,thumb,,N,"Both bats grooming each other, one grooming IW, other H"
361,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,bes,ax,g,4,0,0,145,Michael,lowerback ,thumb,,N,
362,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,ax,bes,g,4,0,0,145,Michael,lowerback,thumb,,N,
363,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,bes,ax,g,4,2,50,65,Michael,head,thumb,,N,
364,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,ax,bes,g,4,2,50,65,Michael,head,thumb,,N,
365,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,add,ax,g,4,4,53,24,Michael,IW,thumb,,N,
366,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,ax,add,g,4,5,4,13,Michael,IW,thumb,,N,
367,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,add,ax,g,4,5,32,80,Michael,IW,arm,,N,
368,CH02_2019-06-28_03_58_01__04_06_23.mp4,2,2019,6,28,400,ax,add,g,4,5,34,22,Michael,head,arm,,N,
369,CH02_2019-06-28_04_06_23__04_14_46.mp4,2,2019,6,28,400,ad,adldd,m,4,14,48,39,Michael,face,IW,,N,
370,CH02_2019-06-28_04_14_46__04_23_08.mp4,2,2019,6,28,400,cdw,adldd,g,4,17,4,19,Michael,IW,arm,,N,
371,CH02_2019-06-28_04_14_46__04_23_08.mp4,2,2019,6,28,400,adldd,cdw,g,4,17,4,19,Michael,IW,arm,,N,
372,CH02_2019-06-28_04_14_46__04_23_08.mp4,2,2019,6,28,400,adldd,add,g,4,18,31,13,Michael,face,IW,,N,
373,CH02_2019-06-28_04_14_46__04_23_08.mp4,2,2019,6,28,400,bxdlx,add,g,4,20,33,8,Michael,face,IW,,N,
374,CH02_2019-06-28_04_23_08__04_31_30.mp4,2,2019,6,28,400,ax,pup,g,4,31,24,5,Michael,thumb,thumb,,N,
375,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,adldd,ad,g,4,34,14,5,Michael,Head,IW,,N,
376,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,ad,adldd,m,4,34,20,68,Michael,face,IW,,N,multiple different areas groomed 
377,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,adld,bes,g,4,34,20,25,Michael,IW,IW,,N,
378,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,bes,adld,g,4,34,20,25,Michael,IW,IW,,N,
379,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,adldd,bxdlx,g,4,36,41,152,Michael,head,thumb,,N,
380,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,bxdlx,adldd,g,4,36,41,152,Michael,head,thumb,,N,
381,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,bxdlx,ax,g,4,39,15,12,Michael,head,thumb,,N,
382,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,ax,bxdlx,g,4,39,17,10,Michael,head,thumb,,N,
383,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,bxdlx,adldd,g,4,39,48,37,Michael,IW,IW,,Y,
384,CH02_2019-06-28_04_31_30__04_39_52.mp4,2,2019,6,28,400,adldd,bxdlx,g,4,39,48,37,Michael,IW,IW,,Y,
385,CH02_2019-06-28_04_48_15__04_56_37.mp4,2,2019,6,28,400,add,ax,g,4,54,18,4,Michael,belly,thumb,,N,
386,CH02_2019-06-28_04_48_15__04_56_37.mp4,2,2019,6,28,400,ax,add,g,4,54,18,4,Michael,belly,thumb,,N,
387,CH01_2019-06-28_19_08_22_19_16_44,1,2019,6,28,1900,bxdlx,clw,g,19,8,41,166,Michael,shoulder,foot,,N,
388,CH01_2019-06-28_19_08_22_19_16_44,1,2019,6,28,1900,clw,bxdlx,g,19,8,43,164,Michael,shoulder,foot,,N,
389,CH01_2019-06-28_19_08_22_19_16_44,1,2019,6,28,1900,clw,cdw,g,19,11,47,92,Michael,head,IW,,N,"Two bats were grooming each other, one on the head, other on IW, same amount of time. "
390,CH01_2019-06-28_19_08_22_19_16_44,1,2019,6,28,1900,cdw,clw,g,19,11,48,106,Michael,head,IW,,N,"Two bats were grooming each other, one on the head, other on IW, same amount of time. "
391,CH01_2019-06-28_19_08_22_19_16_44,1,2019,6,28,1900,cnone,clw,g,19,15,0,12,Michael,belly,IW,,N,
392,CH01_2019-06-28_19_16_44_19_33_29,1,2019,6,28,1900,adldd,clw,g,19,17,58,38,Michael,head,thumb,,N,"bats grouped into large ball, may have been more grooming behaviors I couldn't see"
393,CH01_2019-06-28_19_16_44_19_33_29,1,2019,6,28,1900,clw,adldd,g,19,17,58,93,Michael,IW,thumb,,N,
