event number,video,camera,year,month,day,hour,actor,receiver,behavior,h.start,min.start,sec.start,duration,observer,which body part most SOCIALLY groomed?,which body part is groomed in the next SELF-grooming event,SELF-grooming is licking or scratching?,"Is the self-groomer the same bat as the social groomer? (yes,no,unsure(u))",comments
11059,CH02_2019-09-09_08_59_59__09_07_21.mp4,2,2019,9,9,900,addld,bey,m,9,7,16,37,,,,,,
11060,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,bscs,bd,g,9,7,28,79,,,,,,
11061,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,bdlx,ax,g,9,7,38,36,,,,,,
11062,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,ax,bdlx,g,9,7,38,36,,,,,,
11063,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,addld,bey,g,9,7,53,176,,,,,,
11064,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,bey,addld,g,9,7,53,176,,,,,,
11065,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,bes,bd,g,9,8,16,13,,,,,,
11066,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,ax,bes,g,9,8,31,5,,,,,,
11067,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,bes,ax,g,9,8,31,5,,,,,,
11068,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,bd,bes,g,9,8,53,267,,,,,,
11069,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,bes,bd,g,9,8,53,267,,,,,,
11070,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,addldd,bdlx,g,9,10,19,184,,,,,,
11071,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,bdlx,addldd,g,9,10,19,184,,,,,,
11072,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,addldd,bes,g,9,14,27,14,,,,,,
11073,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,bes,addldd,g,9,14,35,6,,,,,,
11074,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,addldd,cldw,g,9,15,24,138,,,,,,
11075,CH02_2019-09-09_09_07_21__09_15_43.mp4,2,2019,9,9,900,cldw,addldd,g,9,15,24,138,,,,,,
11076,CH02_2019-09-09_09_15_43__09_24_05.mp4,2,2019,9,9,900,bd,uri,g,9,15,49,22,,,,,,
11077,CH02_2019-09-09_09_15_43__09_24_05.mp4,2,2019,9,9,900,addldd,bey,g,9,17,57,27,,,,,,
11078,CH02_2019-09-09_09_15_43__09_24_05.mp4,2,2019,9,9,900,bey,addldd,g,9,17,57,27,,,,,,
11079,CH02_2019-09-09_09_15_43__09_24_05.mp4,2,2019,9,9,900,cldw,bey,g,9,19,35,36,,,,,,
11080,CH02_2019-09-09_09_15_43__09_24_05.mp4,2,2019,9,9,900,bey,cldw,g,9,19,35,36,,,,,,
11081,CH02_2019-09-09_09_24_05__09_32_28.mp4,2,2019,9,9,900,bscs,noa,g,9,26,8,12,,,,,,
11082,CH02_2019-09-09_09_40_50__09_49_12.mp4,2,2019,9,9,900,bxx,noa,g,9,42,54,61,,,,,,
11083,CH02_2019-09-09_09_40_50__09_49_12.mp4,2,2019,9,9,900,bxx,noa,g,9,44,59,8,,,,,,
11084,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,bscs,cnone,g,9,52,34,51,,,,,,
11085,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,cnone,bscs,g,9,52,34,51,,,,,,
11086,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,ax,bey,g,9,52,36,35,,,,,,
11087,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,bey,ax,g,9,52,36,40,,,,,,
11088,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,bscs,cnone,g,9,53,43,17,,,,,,
11089,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,cnone,bscs,g,9,53,43,17,,,,,,
11090,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,bscs,bd,g,9,54,0,80,,,,,,
11091,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,bscs,uri,g,9,55,20,14,,,,,,
11092,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,bscs,bd,g,9,55,36,29,,,,,,
11093,CH02_2019-09-09_09_49_12__09_57_34.mp4,2,2019,9,9,900,bscs,uri,g,9,56,9,11,,,,,,
11094,CH03_2019-09-09_09_49_18__09_57_40.mp4,3,2019,9,9,900,bxx,noa,g,9,54,15,45,,,,,,
11095,CH03_2019-09-09_09_49_18__09_57_40.mp4,3,2019,9,9,900,bxx,noa,g,9,55,5,45,,,,,,
11096,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,cfd,cnone,g,9,1,10,10,,,,,,
11097,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,cnone,cfd,g,9,1,10,10,,,,,,
11098,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,bd,bes,g,9,2,10,29,,,,,,
11099,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,bes,bd,g,9,2,10,29,,,,,,
11100,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,cldw,adld,g,9,2,15,15,,,,,,
11101,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,adld,cldw,g,9,2,15,15,,,,,,
11102,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,cdw,cldw,g,9,2,32,6,,,,,,
11103,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,cldw,cdw,g,9,2,32,6,,,,,,
11104,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,bey,adld,g,9,2,34,6,,,,,,
11105,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,adld,bey,g,9,2,34,6,,,,,,
11106,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,bdlx,adld,g,9,3,6,79,,,,,,
11107,CH02_2019-09-10_08_59_59__09_03_08.mp4,2,2019,9,10,900,adld,bdlx,g,9,3,6,16,,,,,,
11108,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bes,bey,g,9,4,17,66,,,,,,
11109,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bey,bes,g,9,4,17,66,,,,,,
11110,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,cdw,adld,g,9,4,31,21,,,,,,
11111,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,adld,cdw,g,9,4,31,21,,,,,,
11112,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,cdw,clwd,g,9,4,59,40,,,,,,
11113,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,clwd,cdw,g,9,4,59,75,,,,,,
11114,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bdlx,adld,g,9,5,1,23,,,,,,
11115,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,adld,bdlx,g,9,5,1,23,,,,,,
11116,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bs,addldd,g,9,5,3,24,,,,,,
11117,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,addldd,bs,g,9,5,3,7,,,,,,
11118,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bscs,bd,g,9,5,22,19,,,,,,
11119,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bd,bscs,g,9,5,22,19,,,,,,
11120,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bey,addld,g,9,5,28,14,,,,,,
11121,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,addldd,bs,g,9,5,35,121,,,,,,
11122,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bs,addldd,g,9,5,35,121,,,,,,
11123,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bes,bscs,g,9,5,44,44,,,,,,
11124,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bey,addld,g,9,5,57,151,,,,,,
11125,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,addld,bey,g,9,5,57,151,,,,,,
11126,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,cdw,adld,g,9,5,50,50,,,,,,
11127,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,adld,cdw,g,9,5,50,41,,,,,,
11128,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bd,uri,g,9,6,0,125,,,,,,
11129,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,adld,bscs,g,9,6,31,10,,,,,,
11130,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bscs,adld,g,9,6,31,10,,,,,,
11131,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,adld,bes,g,9,6,41,19,,,,,,
11132,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bes,adld,g,9,6,41,19,,,,,,
11133,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,adld,bes,g,9,8,37,6,,,,,,
11134,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bes,adld,g,9,8,37,6,,,,,,
11135,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bes,cdw,g,9,8,50,56,,,,,,
11136,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,cdw,bes,g,9,8,59,47,,,,,,
11137,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bey,addld,g,9,9,0,446,,,,,,
11138,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,addld,bey,g,9,9,0,291,,,,,,
11139,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,clwd,bd,g,9,9,37,7,,,,,,
11140,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bd,uri,g,9,10,3,56,,,,,,
11141,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,bscs,uri,g,9,10,7,96,,,,,,
11142,CH02_2019-09-10_09_03_08__09_11_30.mp4,2,2019,9,10,900,cfd,xanthe,g,9,10,16,39,,,,,,
11143,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,addldd,bes,g,9,11,34,36,,,,,,
11144,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,bes,addldd,g,9,11,34,36,,,,,,
11145,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,bes,bscs,g,9,12,19,40,,,,,,
11146,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,bscs,bes,g,9,12,21,38,,,,,,
11147,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,adld,cfd,g,9,12,21,25,,,,,,
11148,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,cfd,adld,g,9,12,21,145,,,,,,
11149,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,bs,adld,g,9,12,21,418,,,,,,
11150,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,adld,cfd,g,9,12,53,57,,,,,,
11151,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,clwd,cdw,g,9,12,56,174,,,,,,
11152,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,cdw,clwd,g,9,12,56,95,,,,,,
11153,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,adld,cfd,g,9,13,56,50,,,,,,
11154,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,addld,bey,g,9,14,23,123,,,,,,
11155,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,adld,bs,g,9,14,52,8,,,,,,
11156,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,cfd,xanthe,g,9,14,52,42,,,,,,
11157,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,adld,bs,g,9,15,42,23,,,,,,
11158,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,adld,bs,g,9,16,16,151,,,,,,
11159,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,addld,bey,g,9,18,20,70,,,,,,
11160,CH02_2019-09-10_09_11_30__09_19_52.mp4,2,2019,9,10,900,bey,addld,g,9,18,33,57,,,,,,
11161,CH02_2019-09-10_09_19_52__09_28_15.mp4,2,2019,9,10,900,bs,cnone,g,9,20,1,22,,,,,,
11162,CH02_2019-09-10_09_19_52__09_28_15.mp4,2,2019,9,10,900,bey,bs,g,9,21,0,28,,,,,,
11163,CH02_2019-09-10_09_19_52__09_28_15.mp4,2,2019,9,10,900,bs,bey,g,9,21,0,28,,,,,,
11164,CH01_2019-08-30_21_34_14__21_42_36,1,2019,8,30,2100,clw,addldd,g,21,41,59,11,,,,,,
11165,CH01_2019-08-30_21_34_14__21_42_36,1,2019,8,30,2100,addldd,clw,g,21,41,59,11,,,,,,
11166,CH03_2019-08-30_20_18_59__20_27_21,3,2019,8,30,2000,adld,bxdlx,g,20,23,40,6,,,,,,
11167,CH03_2019-08-30_20_18_59__20_27_21,3,2019,8,30,2000,bxdlx,adld,g,20,23,40,16,,,,,,
11168,CH03_2019-08-30_20_44_05__20_52_28,3,2019,8,30,2000,blx,addldd,g,20,51,31,7,,,,,,
11169,CH03_2019-08-30_20_44_05__20_52_28,3,2019,8,30,2000,addldd,blx,g,20,51,31,7,,,,,,
11170,CH02_2019-08-30_19_53_45__20_02_08,2,2019,8,30,2000,bscs,bd,g,20,0,3,17,,,,,,
11171,CH02_2019-08-30_19_53_45__20_02_08,2,2019,8,30,2000,bd,bscs,g,20,0,3,17,,,,,,
11172,CH02_2019-08-30_19_53_45__20_02_08,2,2019,8,30,2000,bscs,cnone,g,20,0,23,48,,,,,,
11173,CH02_2019-08-30_19_53_45__20_02_08,2,2019,8,30,2000,ax,pup,g,20,0,12,82,,,,,,
11174,CH02_2019-08-30_19_53_45__20_02_08,2,2019,8,30,2000,ax,pup,g,20,1,40,9,,,,,,
11175,CH02_2019-08-30_19_53_45__20_02_08,2,2019,8,30,2000,ax,pup,g,20,1,56,26,,,,,,
11176,CH02_2019-08-30_20_02_08__20_10_30,2,2019,8,30,2000,ax,pup,g,20,2,35,14,,,,,,
11177,CH02_2019-08-30_20_02_08__20_10_30,2,2019,8,30,2000,clw,cww,g,20,8,36,51,,,,,,
11178,CH02_2019-08-30_20_02_08__20_10_30,2,2019,8,30,2000,cww,clw,g,20,8,36,47,,,,,,
11179,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,addldd,bes,g,20,14,29,13,,,,,,
11180,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,bes,addldd,g,20,14,29,13,,,,,,
11181,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,bes,ax,g,20,14,51,47,,,,,,
11182,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,ax,bes,g,20,14,51,47,,,,,,
11183,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,bdlx,bey,g,20,16,35,7,,,,,,
11184,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,bey,bdlx,g,20,16,35,7,,,,,,
11185,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,aldd,ald,m,20,17,25,11,,,,,,
11186,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,cww,ax,g,20,17,43,6,,,,,,
11187,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,ax,cww,g,20,17,43,6,,,,,,
11188,CH02_2019-08-30_20_10_30__20_18_52,2,2019,8,30,2000,aldd,ald,m,20,18,0,90,,,,,,
11189,CH02_2019-08-30_20_18_52__20_27_15,2,2019,8,30,2000,cww,cnone,g,20,24,25,118,,,,,,
11190,CH02_2019-08-30_20_18_52__20_27_15,2,2019,8,30,2000,cnone,cww,g,20,24,25,120,,,,,,
11191,CH02_2019-08-30_20_18_52__20_27_15,2,2019,8,30,2000,bxx,ax,g,20,25,56,42,,,,,,
11192,CH02_2019-08-30_20_18_52__20_27_15,2,2019,8,30,2000,ax,bxx,g,20,25,56,30,,,,,,
11193,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,cdw,cldwd,g,20,27,22,105,,,,,,
11194,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,clwd,cdw,g,20,27,22,105,,,,,,
11195,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,bey,cfd,g,20,27,34,184,,,,,,
11196,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,cfd,bey,g,20,27,34,180,,,,,,
11197,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,bscs,bes,g,20,28,57,126,,,,,,
11198,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,bes,bscs,g,20,28,57,137,,,,,,
11199,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,bd,uri,g,20,29,43,93,,,,,,
11200,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,bd,uri,g,20,31,26,12,,,,,,
11201,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,bscs,bd,g,20,32,38,160,,,,,,
11202,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,bd,bscs,g,20,33,49,89,,,,,,
11203,CH02_2019-08-30_20_27_15__20_35_37,2,2019,8,30,2000,clwd,cdw,g,20,32,17,61,,,,,,
11204,CH02_2019-08-30_20_35_37__20_43_59,2,2019,8,30,2000,bscs,ax,g,20,35,37,17,,,,,,
11205,CH02_2019-08-30_20_35_37__20_43_59,2,2019,8,30,2000,ax,bscs,g,20,35,37,17,,,,,,
11206,CH02_2019-08-30_20_35_37__20_43_59,2,2019,8,30,2000,bes,bxx,g,20,37,10,9,,,,,,
11207,CH02_2019-08-30_20_35_37__20_43_59,2,2019,8,30,2000,bes,bscs,g,20,37,28,59,,,,,,
11208,CH02_2019-08-30_20_35_37__20_43_59,2,2019,8,30,2000,bscs,bes,g,20,37,28,59,,,,,,
11209,CH02_2019-08-30_21_09_06__21_17_28,2,2019,8,30,2100,ax,pup,g,21,16,48,31,,,,,,
11210,CH02_2019-08-30_21_17_28__21_25_50,2,2019,8,30,2100,ax,pup,g,21,17,31,222,,,,,,
11211,CH02_2019-08-30_21_17_28__21_25_50,2,2019,8,30,2100,pup,ax,g,21,17,31,222,,,,,,
11212,CH02_2019-08-30_21_17_28__21_25_50,2,2019,8,30,2100,adld,bdlx,g,21,17,44,10,,,,,,
11213,CH02_2019-08-30_21_17_28__21_25_50,2,2019,8,30,2100,bdlx,adld,g,21,17,44,14,,,,,,
11214,CH02_2019-08-30_21_17_28__21_25_50,2,2019,8,30,2100,adld,cnone,g,21,18,59,47,,,,,,
11215,CH02_2019-08-30_21_17_28__21_25_50,2,2019,8,30,2100,cnone,adld,g,21,19,1,45,,,,,,
11216,CH02_2019-08-30_21_34_13__21_42_35,2,2019,8,30,2100,cdw,bd,g,21,38,2,16,,,,,,
11217,CH02_2019-08-30_21_34_13__21_42_35,2,2019,8,30,2100,bd,cdw,g,21,38,2,13,,,,,,
11218,CH02_2019-08-30_21_34_13__21_42_35,2,2019,8,30,2100,bd,bdlx,g,21,38,26,9,,,,,,
11219,CH02_2019-08-30_21_34_13__21_42_35,2,2019,8,30,2100,bdlx,bd,g,21,38,26,9,,,,,,
11220,CH02_2019-08-30_21_34_13__21_42_36,2,2019,8,30,2100,bd,uri,g,21,38,36,25,,,,,,
11221,CH02_2019-08-30_21_34_13__21_42_37,2,2019,8,30,2100,bscs,bes,g,21,38,50,139,,,,,,
11222,CH02_2019-08-30_21_34_13__21_42_38,2,2019,8,30,2100,bes,bscs,g,21,38,50,139,,,,,,
11223,CH02_2019-08-30_21_34_13__21_42_39,2,2019,8,30,2100,bscs,bd,g,21,41,46,75,,,,,,
11224,CH02_2019-08-30_21_34_13__21_42_40,2,2019,8,30,2100,bd,bscs,g,21,41,46,73,,,,,,
11225,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,bscs,cnone,g,21,43,11,128,,,,,,
11226,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,cnone,bscs,g,21,43,13,126,,,,,,
11227,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,bd,bes,g,21,48,25,11,,,,,,
11228,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,bes,bd,g,21,48,28,5,,,,,,
11229,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,bd,cnone,g,21,48,47,41,,,,,,
11230,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,cnone,bd,g,21,48,47,48,,,,,,
11231,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,bscs,bd,g,21,48,49,46,,,,,,
11232,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,bd,bscs,g,21,49,29,6,,,,,,
11233,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,bscs,bes,g,21,49,52,42,,,,,,
11234,CH02_2019-08-30_21_42_35__21_50_57,2,2019,8,30,2100,bes,bscs,g,21,49,52,42,,,,,,
11235,CH02_2019-08-30_21_50_57__21_59_20,2,2019,8,30,2100,bd,cnone,g,21,54,10,79,,,,,,
11236,CH02_2019-08-30_21_50_57__21_59_20,2,2019,8,30,2100,cnone,bd,g,21,54,10,79,,,,,,
11237,CH02_2019-08-30_21_50_57__21_59_20,2,2019,8,30,2100,bd,cnone,g,21,55,36,10,,,,,,
11238,CH02_2019-08-30_21_50_57__21_59_20,2,2019,8,30,2100,cnone,bd,g,21,55,36,10,,,,,,
11239,CH02_2019-08-30_21_50_57__21_59_20,2,2019,8,30,2100,bd,cnone,m,21,55,54,52,,,,,,
11240,CH02_2019-08-30_21_50_57__21_59_20,2,2019,8,30,2100,bes,bd,g,21,56,30,24,,,,,,
11241,CH01_2019-08-31_20_56_32__21_04_54,1,2019,8,31,2100,cdw,clw,g,21,0,52,70,,,,,,
11242,CH01_2019-08-31_20_56_32__21_04_54,1,2019,8,31,2100,clw,cdw,g,21,0,52,73,,,,,,
11243,CH01_2019-08-31_20_56_32__21_04_54,1,2019,8,31,2100,cdw,clw,g,21,2,11,12,,,,,,
11244,CH01_2019-08-31_20_56_32__21_04_54,1,2019,8,31,2100,clw,cdw,g,21,2,11,12,,,,,,
11245,CH03_2019-08-31_04_48_16__04_56_38,3,2019,8,31,400,bxx,cfd,g,4,52,51,9,,,,,,
11246,CH03_2019-08-31_04_48_16__04_56_38,3,2019,8,31,400,cfd,bxx,g,4,52,51,9,,,,,,
11247,CH03_2019-08-31_21_21_43__21_30_05,3,2019,8,31,2100,bxx,cfd,g,21,26,6,6,,,,,,
11248,CH03_2019-08-31_21_21_43__21_30_05,3,2019,8,31,2100,cfd,bxx,g,21,26,6,6,,,,,,
11249,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,cww,ax,g,4,15,16,81,,,,,,
11250,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,ax,cww,g,4,15,16,81,,,,,,
11251,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,cww,ax,g,4,16,46,63,,,,,,
11252,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,ax,cww,g,4,16,46,63,,,,,,
11253,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,cww,ax,g,4,18,17,9,,,,,,
11254,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,ax,cww,g,4,18,17,9,,,,,,
11255,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,cww,ax,g,4,18,36,45,,,,,,
11256,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,ax,cww,g,4,18,36,45,,,,,,
11257,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,adld,bes,g,4,18,41,76,,,,,,
11258,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,bes,adld,g,4,18,56,61,,,,,,
11259,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,adldd,adld,g,4,19,59,8,,,,,,
11260,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,adld,adldd,g,4,20,13,45,,,,,,
11261,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,adldd,adld,g,4,20,13,45,,,,,,
11262,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,adld,adldd,g,4,21,9,18,,,,,,
11263,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,adldd,adld,g,4,21,9,18,,,,,,
11264,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,adld,cww,g,4,21,55,36,,,,,,
11265,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,cww,adld,g,4,21,55,85,,,,,,
11266,CH02_2019-08-31_04_14_40__04_23_02,2,2019,8,31,400,adld,cww,g,4,22,40,31,,,,,,
11267,CH02_2019-08-31_04_23_02__04_31_25,2,2019,8,31,400,bxx,cww,g,4,29,30,79,,,,,,
11268,CH02_2019-08-31_04_31_25__04_39_47,2,2019,8,31,400,ax,cnone,g,4,35,11,12,,,,,,
11269,CH02_2019-08-31_04_31_25__04_39_47,2,2019,8,31,400,ax,bes,g,4,36,0,26,,,,,,
11270,CH02_2019-08-31_04_31_25__04_39_47,2,2019,8,31,400,bes,ax,g,4,36,0,26,,,,,,
11271,CH02_2019-08-31_04_31_25__04_39_47,2,2019,8,31,400,ax,clw,g,4,36,50,13,,,,,,
11272,CH02_2019-08-31_04_48_09__04_56_31,2,2019,8,31,400,ax,pup,g,4,48,39,242,,,,,,
11273,CH02_2019-08-31_04_48_09__04_56_31,2,2019,8,31,400,ax,pup,g,4,52,50,41,,,,,,
11274,CH02_2019-08-31_04_48_09__04_56_31,2,2019,8,31,400,bd,uri,g,4,55,0,72,,,,,,
11275,CH02_2019-08-31_20_56_30__21_04_53,2,2019,8,31,2100,bey,cfd,g,21,3,8,9,,,,,,
11276,CH02_2019-08-31_20_56_30__21_04_53,2,2019,8,31,2100,cfd,bey,g,21,3,8,9,,,,,,
11277,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,cnone,bd,g,21,7,34,22,,,,,,
11278,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bscs,uri,g,21,7,50,10,,,,,,
11279,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,adld,bes,g,21,7,57,61,,,,,,
11280,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bes,adld,g,21,7,57,61,,,,,,
11281,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,cnone,bd,g,21,8,8,12,,,,,,
